Navn,Parti,Afspilninger,Fans,Engagement,Reaktioner per afspilning,Delinger,Profile Likes,Likes,Kommentarer,Antal opslag,Profile Videos count (overall),Følgerudvikling,Totalt antal interaktioner,Video length in s (average),Profile-ID,Link,Interaktioner per afspilning,Storkreds,Køn,Uge
Karsten Byrgesen,Nye Borgerlige,0,0,0,0,0,0,0,0,0,0,0,0,0,7131992909088834565,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7131992909088834565&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Louise Siv Ebbesen,Liberal Alliance,0,59,0,0,0,519,0,0,0,3,1,0,0,7102866221432226822,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102866221432226822&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Magnus Von Dreiager,Konservative,0,157,0,0,0,917,0,0,0,3,2,0,0,7088528065630798853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7088528065630798853&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220914
Sabrina Christiansen Broch,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7135538510404256774,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135538510404256774&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220914
Simon Nyborg Jensen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,7143912859452687365,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7143912859452687365&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20220914
Benjamin Jørgensen,SF,0,,0,0,0,,0,0,0,,,0,0,6808110088747893765,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808110088747893765&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220914
Nicolai Sandager,Liberal Alliance,0,73,0,0,0,206,0,0,0,8,0,0,0,7042409534522590213,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7042409534522590213&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220914
Lars Boje Mathiesen,Nye Borgerlige,0,41,0,0,0,18,0,0,0,1,4,0,0,6706164864933774341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6706164864933774341&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,M,20220914
Thomas Vedsted Rothman,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7146189097168897029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146189097168897029&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220914
Mia Tang,Konservative,0,254,0,0,0,2297,0,0,0,11,-1,0,0,7076148782341522437,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076148782341522437&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220914
Camillo Krog,Konservative,0,53,0,0.00E+00,0,103,0,0,0,8,-1,0,0,7074931412352910342,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7074931412352910342&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220914
Sabine Nicoline Lyngberg,Dansk Folkeparti,0,,0,0,0,,0,0,0,,,0,0,7018520565506966533,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7018520565506966533&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,K,20220914
Sabrina Louise Christiansen,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7145498391425287174,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145498391425287174&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220914
Maja Torp,Venstre ,0,49,0,0,0,0,0,0,0,0,2,0,0,7109084575787992069,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7109084575787992069&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220914
Regitze Harslund Sancoeur,Konservative,0,58,0,0,0,188,0,0,0,14,1,0,0,7082358225052943365,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082358225052943365&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220914
Halima El Abassi,Socialdemokratiet,0,64,0,0,0,32,0,0,0,2,8,0,0,7011630732523521029,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011630732523521029&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Hediye Temiz,Radikale Venstre,0,825,0,0,0,6525,0,0,0,10,-8,0,0,6809005736442610694,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6809005736442610694&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Nye Borgerliges Ungdom,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7118787278914552837,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118787278914552837&n=TIKTOK&tl0=profiles,,,,20220914
Steffen Holme Helledie,Radikale Venstre,0,20,0,0,0,0,0,0,0,0,2,0,0,7075988139052073990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7075988139052073990&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,M,20220914
Katrine Daugaard,Liberal Alliance,0,109,0,0,0,54,0,0,0,2,5,0,0,7110950124852249605,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110950124852249605&n=TIKTOK&tl0=profiles,,Fyns Storkreds,K,20220914
Steen Holm Iversen,Konservative,0,19,0,0,0,11,0,0,0,2,0,0,0,7050510663681623045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7050510663681623045&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Anders Krøyer,Konservative,0,4,0,0,0,32,0,0,0,2,0,0,0,7137338468489839621,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7137338468489839621&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220914
Steffen Sjørslev,Liberal Alliance,0,117,0,0,0,1662,0,0,0,12,0,0,0,7043850516993360902,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7043850516993360902&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20220914
Andreas Steenberg,Radikale Venstre,0,,0,0,0,,0,0,0,,,0,0,7147784768871695366,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7147784768871695366&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220914
Lars Bregnbak,Danmarksdemokraterne,0,,0,0,0,,0,0,0,,,0,0,7058900806833308677,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058900806833308677&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220914
Helene Artmann Andresen,Liberal Alliance,0,588,0,0,0,3763,0,0,0,6,18,0,0,156640265103921152,https://www.fanpagekarma.com/discovery?view=PROFILES&id=156640265103921152&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,K,20220914
Mathilde Lissau,Radikale Venstre,0,,0,0,0,,0,0,0,,,0,0,7101543593068430341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101543593068430341&n=TIKTOK&tl0=profiles,,Bornholms Storkreds,,20220914
Marina Andersen,Moderaterne,0,13,0,0,0,22,0,0,0,1,2,0,0,7135000472469636101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135000472469636101&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220914
Dan Foss Kragh,Konservative,0,,0,0,0,,0,0,0,,,0,0,7082310736424305670,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082310736424305670&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,,20220914
Michael Rachlin,Radikale Venstre,0,89,0,0,0,0,0,0,0,0,0,0,0,7100461766391514117,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7100461766391514117&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220914
Christoffer Emil Jexen,Enhedslisten,0,,0,0,0,,0,0,0,,,0,0,7129941580178146310,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129941580178146310&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220914
Tom Andkjær,Nye Borgerlige,0,184,0,0,0,134,0,0,0,19,0,0,0,83753309089521664,https://www.fanpagekarma.com/discovery?view=PROFILES&id=83753309089521664&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Iben Kiilerich Krog,Venstre ,0,,0,0,0,,0,0,0,,,0,0,7141662184002634757,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141662184002634757&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Mike Fonseca,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,6831487138884011014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6831487138884011014&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Elena Bjerregaard Ryan,Frie Grønne,0,,0,0,0,,0,0,0,,,0,0,6808428255155799045,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6808428255155799045&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Helle Bonnesen,Konservative,0,,0,0,0,,0,0,0,,,0,0,7102821853895721990,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7102821853895721990&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220914
Tobias Bennedsen,Konservative,0,73,0,0,0,127,0,0,0,2,6,0,0,7135542960062202886,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135542960062202886&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20220914
Enhedslisten,Enhedslisten,0,3793,0,0,0,86500,0,0,0,38,68,0,0,6932199707230635014,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6932199707230635014&n=TIKTOK&tl0=profiles,,,,20220914
Dennis Flydtkjær,Danmarksdemokraterne,0,14,0,0,0,85,0,0,0,2,0,0,0,6859794938125796357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6859794938125796357&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220914
Sigurd Agersnap,SF,0,14,0,0,0,53,0,0,0,3,1,0,0,7128102618572227589,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7128102618572227589&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220914
Ruben Kidde,Radikale Venstre,0,,0,0,0,,0,0,0,,,0,0,7144996857130009606,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7144996857130009606&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220914
Denise Rostgaard,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7034147096198972421,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7034147096198972421&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220914
Lars Løkke Rasmussen,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,7146928677090493446,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146928677090493446&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Lars Arne Christensen,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,7142268488261043205,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7142268488261043205&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20220914
Maria Katarina Nielsen,Radikale Venstre,0,23,0,0,0,98,0,0,0,5,2,0,0,7129442061267190790,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129442061267190790&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20220914
Fie Hækkerup,Socialdemokratiet,0,38,0,0,0,110,0,0,0,7,0,0,0,149003295540301824,https://www.fanpagekarma.com/discovery?view=PROFILES&id=149003295540301824&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Nanna Høyrup,Alternativet,0,,0,0,0,,0,0,0,,,0,0,7139824418595800070,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139824418595800070&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,,20220914
Lukas Lunøe,Radikale Venstre,0,4095,0,0,0,140100,0,0,0,54,150,0,0,6991441079132881925,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6991441079132881925&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220914
Laura Guldager Thomasen,Dansk Folkeparti,0,44,0,0,0,0,0,0,0,0,0,0,0,100420468330983424,https://www.fanpagekarma.com/discovery?view=PROFILES&id=100420468330983424&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220914
Githa Nelander,Nye Borgerlige,0,,0,0,0,,0,0,0,,,0,0,7141691570097751046,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7141691570097751046&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Kim Lei Jensen,Radikale Venstre,0,37,0.00E+00,0,0,16,0,0,0,2,0,0,0,6743174425275483142,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6743174425275483142&n=TIKTOK&tl0=profiles,,Fyns Storkreds,M,20220914
Jacob Netteberg,Radikale Venstre,0,36,0,0,0,49,0,0,0,14,4,0,0,6817679944002388998,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817679944002388998&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,M,20220914
Troels Christian Jakobsen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,7145032895836292102,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145032895836292102&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220914
Kathrine Olldag,Radikale Venstre,0,59,0,0.00E+00,0,0,0,0,0,0,4,0,0,7096344788479296517,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7096344788479296517&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20220914
Helle Wium,Alternativet,0,,0,0,0,,0,0,0,,,0,0,7145008986009928710,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145008986009928710&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220914
Klaus Bondam,Radikale Venstre,0,69,0,0,0,97,0,0,0,8,5,0,0,7133565516417549318,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7133565516417549318&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220914
Anne Valentina Berthelsen,SF,0,87,0,0,0,679,0,0,0,7,3,0,0,7058160981087781893,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7058160981087781893&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220914
Linea Søgaard-Lidell,Venstre ,0,191,0,0,0,1320,0,0,0,7,11,0,0,7091002616524489733,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091002616524489733&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Lene Burchardt,Konservative,0,,0,0,0,,0,0,0,,,0,0,7145814499442148357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7145814499442148357&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220914
Melina Andersen,SF,0,,0,0,0,,0,0,0,,,0,0,7146153955624846341,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146153955624846341&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220914
Sólbjørg Jakobsen,Liberal Alliance,0,53,0,0,0,17,0,0,0,1,0,0,0,6817376005268964357,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6817376005268964357&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220914
Rune Bønnelykke,Nye Borgerlige,0,2,0,0,0,5,0,0,0,1,0,0,0,7112696211584877573,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7112696211584877573&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Susan Kronborg,Radikale Venstre,0,5,0,0,0,0,0,0,0,0,0,0,0,6992657143825761286,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6992657143825761286&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220914
Alexander Klitgaard Mikkelsen,Konservative,0,,0,0.00E+00,0,,0,0,0,,,0,0,6972807697470145541,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6972807697470145541&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220914
Michael Monberg,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6829232919930258438,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6829232919930258438&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Nikolaj Gam Pedersen,Moderaterne,0,,0,0,0,,0,0,0,,,0,0,7146187415362896901,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146187415362896901&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,,20220914
Anne Rasmussen,Venstre ,0,18,0,0,0,0,0,0,0,0,0,0,0,7024426463257822214,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7024426463257822214&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Emma Juul Hansen,Konservative,0,256,0,0,0,2819,0,0,0,5,5,0,0,7097271673482003462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7097271673482003462&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20220914
Tilde Holch Duedahl,Venstre ,0,11,0,0,0,16,0,0,0,1,1,0,0,7104008327097746437,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7104008327097746437&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,K,20220914
Helene Liliendahl Brydensholt,Alternativet,0,22,0,0,0,65,0,0,0,1,2,0,0,7118995779134161926,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118995779134161926&n=TIKTOK&tl0=profiles,,Nordsjællands Storkreds,K,20220914
Michael Hertz,Moderaterne,0,51,0,0,0,26,0,0,0,6,5,0,0,6977398619797570566,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6977398619797570566&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220914
Louise Lingren Louring,Venstre ,0,,0,0,0,,0,0,0,,,0,0,7146332391137100806,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7146332391137100806&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220914
Susanne Damsgaard,Dansk Folkeparti,0,14,0,0,0,23,0,0,0,1,0,0,0,7029332563635700742,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7029332563635700742&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Mai Mercado,Konservative,0,,0,0,0,,0,0,0,,,0,0,7140235828483638278,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7140235828483638278&n=TIKTOK&tl0=profiles,,Fyns Storkreds,,20220914
Troels Stru Schmidt,SF,0,38,0,0,0,41,0,0,0,2,0,0,0,7039688240836740101,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7039688240836740101&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,K,20220914
Halime Oguz,SF,0,22,0,0,0,0,0,0,0,0,-1,0,0,7085062708260979718,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7085062708260979718&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Jeppe Søe,Moderaterne,0,115,0.00E+00,0,0,72,0,0,0,4,1,0,0,6645212034005745669,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6645212034005745669&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220914
HC Molbech,Alternativet,0,14,0,0,0,26,0,0,0,1,0,0,0,7044643220781155334,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7044643220781155334&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220914
Nicklas Hakmann Petersen,Alternativet,0,65,0,0,0,179,0,0,0,5,2,0,0,6889753978478363653,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6889753978478363653&n=TIKTOK&tl0=profiles,,Københavns Storkreds,M,20220914
Mathias Landeværn,Danmarksdemokraterne,0,21,0,0,0,143,0,0,0,4,0,0,0,6925517731580855302,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6925517731580855302&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,M,20220914
Anne Honoré Østergaard,Venstre ,0,36,0,0,0,215,0,0,0,3,1,0,0,7091373097719481350,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7091373097719481350&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,K,20220914
Frederik Bloch Münster,Konservative,0,37,0,0,0,10,0,0,0,1,2,0,0,7118781727687263237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7118781727687263237&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Charlotte Nellemann,Liberal Alliance,0,,0,0,0,,0,0,0,,,0,0,7138772444043772934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7138772444043772934&n=TIKTOK&tl0=profiles,,,,20220914
Nicola Emily Larsen,Konservative,0,432,0,0,0,9907,0,0,0,22,51,0,0,7082979087409759237,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7082979087409759237&n=TIKTOK&tl0=profiles,,Københavns Storkreds,K,20220914
Nikoline Erbs Hillers-Bendtsen,Alternativet,0,188,0,0,0,1734,0,0,0,14,3,0,0,87719077644783616,https://www.fanpagekarma.com/discovery?view=PROFILES&id=87719077644783616&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,K,20220914
Zenia Stampe,Radikale Venstre,0,57,0,0,0,69,0,0,0,1,10,0,0,7127573755999618054,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7127573755999618054&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220914
Miralem Garagic ,Enhedslisten,0,13,0,0,0,17,0,0,0,0,0,0,0,7053765009491248134,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7053765009491248134&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,M,20220914
David Dam Jensen,SF,0,88,0,0,0,526,0,0,0,4,4,0,0,6748011671647945734,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6748011671647945734&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Steffen Larsen,Liberal Alliance,0,132,0,0,0,185,0,0,0,2,5,0,0,7041610547934938118,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7041610547934938118&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,M,20220914
Marie Bjerre,Venstre ,0,93,0,0,0,164,0,0,0,3,6,0,0,7110483086349386758,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7110483086349386758&n=TIKTOK&tl0=profiles,,Nordjyllands Storkreds,,20220914
Claus Jørgensen,SF,0,,0,0,0,,0,0,0,,,0,0,7139821076783891462,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7139821076783891462&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Sandra Elisabeth Skalvig,Liberal Alliance,0,11,0,0,0,0,0,0,0,0,0,0,0,7101993106031182853,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7101993106031182853&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,K,20220914
Frederik Grünfeld,Liberal Alliance,0,,0,0,0,,0,0,0,,,0,0,7129600035281601542,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7129600035281601542&n=TIKTOK&tl0=profiles,,Sjællands Storkreds,,20220914
Rasmus Jarlov,Konservative,0,,0,0,0,,0,0,0,,,0,0,7011096327014630406,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7011096327014630406&n=TIKTOK&tl0=profiles,,Københavns Omegns Storkreds,,20220914
Søren Pape,Konservative,0,,0,0,0,,0,0,0,,,0,0,7152897731283239941,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7152897731283239941&n=TIKTOK&tl0=profiles,,,,20220914
Lars Corvinius Olesen,Alternativet,0,,0,0,0,,0,0,0,,,0,0,6835670234625606662,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6835670234625606662&n=TIKTOK&tl0=profiles,,Københavns Storkreds,,20220914
Carl Andersen,Liberal Alliance,0,209,0,0,0,2548,0,0,0,21,6,0,0,6813760170583458822,https://www.fanpagekarma.com/discovery?view=PROFILES&id=6813760170583458822&n=TIKTOK&tl0=profiles,,Sydjyllands Storkreds,M,20220914
Meritta Bjerregaard,SF,0,59,0,0,0,16,0,0,0,1,-1,0,0,7089046635745788934,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7089046635745788934&n=TIKTOK&tl0=profiles,,Vestjyllands Storkreds,K,20220914
Nye Borgerlige,Nye Borgerlige,0,768,0,0,0,6270,0,0,0,6,9,0,0,7076027611050378246,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7076027611050378246&n=TIKTOK&tl0=profiles,,,,20220914
Katrine Robsøe,Radikale Venstre,0,,0,0,0,,0,0,0,,,0,0,7135428813689095174,https://www.fanpagekarma.com/discovery?view=PROFILES&id=7135428813689095174&n=TIKTOK&tl0=profiles,,Østjyllands Storkreds,,20220914
