Sidenavn;Codename;URL;Total Interactions;Likes;Comments;Shares;Owned Post Views;Owned Views from Shares;Owned Total Views;Percentage Views from Owned Posts;Views on Shared Posts;Views While Live;Video Time;3-Min+ Videos;Loves;Wows;Hahas;Sads;Angrys;Cares;All Reactions;All Interaction Rate;Total Posts;Posts Per Day;Page Likes;Page Growth;Page Growth %;Page Followers;Page Follower Growth;Page Follower Growth %;Parti;Link;Politiker eller Partiside;Køn;Profil eller side;Kategori;Partileder;FTV kandidat;Month;Måned;Totale interaktioner per post;Kommentarer per post;Delinger per post;Videovisninger per videoopslag;Angry per post;Love per post;Reaktioner per post;Blok
Peter Hummelgaard;phummelgaard;https://www.facebook.com/526620377500921;16678;12265;2555;702;0;0;0;0%;0;0;0;0;974;31;74;14;63;0;13421;7,58%;18;1;12766;1105;9,48%;13016;1167;10%;Socialdemokratiet;https://www,facebook,com/526620377500921;Politiker;Mand;Side;MF'ere;;;20190915;201909;927;142;39;0;4;54;746;Rød blok
Mattias Tesfaye;stemtesfaye;https://www.facebook.com/591707450918919;22743;16259;2190;1606;0;0;0;0%;0;0;0;0;1194;47;838;536;72;1;18947;7,30%;6;0;52205;530;1,03%;53220;683;1,30%;Socialdemokratiet;https://www,facebook,com/591707450918919;Politiker;Mand;Side;MF'ere;;;20190915;201909;3791;365;268;0;12;199;3158;Rød blok
Orla Hav;havorla;https://www.facebook.com/694190270610140;62;55;1;3;0;0;0;0%;0;0;0;0;1;0;2;0;0;0;58;1,97%;2;0;1576;0;0,00%;1593;0;0,00%;Socialdemokratiet;https://www,facebook,com/694190270610140;Politiker;Mand;Side;MF'ere;;;20190915;201909;31;1;2;0;0;1;29;Rød blok
Malte Larsen;StemMalteLarsen;https://www.facebook.com/737317713017734;839;784;30;16;377;0;377;100%;0;46;0;0;4;3;2;0;0;0;793;3,79%;14;0;1562;8;0,51%;1538;10;0,65%;Socialdemokratiet;https://www,facebook,com/737317713017734;Politiker;Mand;Side;MF'ere;;;20190915;201909;60;2;1;377;0;0;57;Rød blok
Annette Lind;MFannettelind;https://www.facebook.com/879906758810052;402;328;53;3;0;0;0;0%;0;0;0;0;14;4;0;0;0;0;346;7,69%;1;0;5219;-20;-0,38%;5246;-21;0%;Socialdemokratiet;https://www,facebook,com/879906758810052;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;402;53;3;0;0;14;346;Rød blok
Rasmus Horn Langhoff;rasmuslanghoff.dk;https://www.facebook.com/1085388398186784;539;390;108;13;0;0;0;0%;0;0;0;0;12;2;1;1;12;0;418;1,26%;8;0;5306;3;0%;5313;1;0%;Socialdemokratiet;https://www,facebook,com/1085388398186784;Politiker;Mand;Side;MF'ere;;;20190915;201909;67;14;2;0;2;2;52;Rød blok
Christian Rabjerg Madsen;christian.rabjerg;https://www.facebook.com/1396459723941912;1879;1603;125;38;1045;74;1119;93%;0;0;0;0;76;10;21;1;5;0;1716;2,95%;17;1;3732;-4;-0,11%;3687;-1;0%;Socialdemokratiet;https://www,facebook,com/1396459723941912;Politiker;Mand;Side;MF'ere;;;20190915;201909;111;7;2;1045;0;4;101;Rød blok
Anders Kronborg;kronborg.esbjerg;https://www.facebook.com/1396986243876509;1283;1123;77;49;0;0;0;0%;0;0;0;0;34;0;0;0;0;0;1157;2,90%;27;1;1628;15;0,93%;1633;14;0,86%;Socialdemokratiet;https://www,facebook,com/1396986243876509;Politiker;Mand;Side;MF'ere;;;20190915;201909;48;3;2;0;0;1;43;Rød blok
Anne Paulin;AnnePaulin2;https://www.facebook.com/1418511451758028;1573;1332;108;24;0;0;0;0%;0;0;0;0;97;3;2;3;4;0;1441;3,70%;15;1;2806;-5;0%;2792;-1;0%;Socialdemokratiet;https://www,facebook,com/1418511451758028;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;105;7;2;0;0;6;96;Rød blok
Nicolai Wammen;nicolaiwammen;https://www.facebook.com/1458354184437993;13400;11214;1061;172;0;0;0;0%;2233;0;0;0;839;65;40;2;7;0;12167;5,21%;12;0;21436;71;0,33%;21597;97;0,45%;Socialdemokratiet;https://www,facebook,com/1458354184437993;Politiker;Mand;Side;MF'ere;;;20190915;201909;1117;88;14;0;1;70;1014;Rød blok
Kasper Roug;Roug.Kasper;https://www.facebook.com/1461584187395053;586;530;25;23;0;0;0;0,00%;0;0;0;0;7;1;0;0;0;0;538;2,42%;17;1;1409;3;0,21%;1387;4;0,29%;Socialdemokratiet;https://www,facebook,com/1461584187395053;Politiker;Mand;Side;MF'ere;;;20190915;201909;34;1;1;0;0;0;32;Rød blok
Daniel Toft Jakobsen;danieltoftjakobsen;https://www.facebook.com/1533981276841327;129;115;6;2;0;0;0;0%;0;0;0;0;6;0;0;0;0;0;121;2,57%;3;0;1671;-2;0%;1706;1;0%;Socialdemokratiet;https://www,facebook,com/1533981276841327;Politiker;Mand;Side;MF'ere;;;20190915;201909;43;2;1;0;0;2;40;Rød blok
Rasmus Stoklund;rasmusstoklund;https://www.facebook.com/1675976205990131;2496;2000;230;47;0;0;0;0%;500;0;0;0;79;24;64;35;17;0;2219;2,87%;26;1;3348;14;0,42%;3350;17;0,51%;Socialdemokratiet;https://www,facebook,com/1675976205990131;Politiker;Mand;Side;MF'ere;;;20190915;201909;96;9;2;0;1;3;85;Rød blok
Tanja Larsson - Socialdemokratiet;tanjalarssonSocialdemokratiet;https://www.facebook.com/1692293757749735;1448;970;292;37;0;0;0;0%;0;0;0;0;130;14;3;1;1;0;1119;25,19%;4;0;1493;112;8,11%;1523;128;9,18%;Socialdemokratiet;https://www,facebook,com/1692293757749735;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;362;73;9;0;0;33;280;Rød blok
Lars Aslan Rasmussen;LarsAslanRasmussen;https://www.facebook.com/1826032357445650;8254;4896;1204;444;0;0;0;0%;0;0;0;0;310;56;822;207;315;0;6606;11,52%;9;0;8002;81;1,02%;14701;65;0,44%;Socialdemokratiet;https://www,facebook,com/1826032357445650;Politiker;Mand;Side;MF'ere;;;20190915;201909;917;134;49;0;35;34;734;Rød blok
Julie Skovsby;JulieSkovsbyMF;https://www.facebook.com/2134077580000490;117;88;16;4;0;0;0;0%;0;0;0;0;7;0;0;1;1;0;97;1,09%;3;0;3580;-6;-0,17%;4142;-8;-0,19%;Socialdemokratiet;https://www,facebook,com/2134077580000490;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;39;5;1;0;0;2;32;Rød blok
Margrete Auken;margreteauken;https://www.facebook.com/36730930417;1795;1002;171;115;28;0;28;100%;0;0;0;0;36;15;11;131;314;0;1509;1,56%;8;0;14409;23;0,16%;14124;24;0,17%;Socialistisk Folkeparti;https://www,facebook,com/36730930417;Politiker;Kvinde;Side;MEP'ere;;;20190915;201909;224;21;14;28;39;5;189;Rød blok
Pia Olsen Dyhr;pia.olsen.dyhr;https://www.facebook.com/49348971479;25355;18042;3342;1000;0;0;0;0%;0;0;0;0;2156;86;186;310;233;0;21013;1,61%;22;1;71724;57;0%;71053;81;0%;Socialistisk Folkeparti;https://www,facebook,com/49348971479;Politiker;Kvinde;Side;MF'ere;Partileder;;20190915;201909;1153;152;45;0;11;98;955;Rød blok
Jacob Mark;stemjacobmark;https://www.facebook.com/69985338410;26611;19013;2668;1451;10990;1061;12051;91,00%;12937;0;0;0;2042;154;78;699;505;1;22492;1,96%;23;1;59214;142;0,24%;60800;162;0,27%;Socialistisk Folkeparti;https://www,facebook,com/69985338410;Politiker;Mand;Side;MF'ere;;;20190915;201909;1157;116;63;10990;22;89;978;Rød blok
SF;sfparti;https://www.facebook.com/74796954245;13689;9908;1504;701;8329;1029;9358;89%;0;0;1;0;1088;36;74;150;228;0;11484;0,88%;34;1;45544;96;0,21%;44952;123;0,27%;Socialistisk Folkeparti;https://www,facebook,com/74796954245;Partiside;Partiside;Side;Nationalt parti;;;20190915;201909;403;44;21;2776;7;32;338;Rød blok
Karina Lorentzen Dehnhardt;karinalorentzendehnhardt;https://www.facebook.com/116061635098137;2862;1783;521;287;8395;39789;48184;17%;0;0;3;0;169;2;0;76;24;0;2054;3,76%;17;1;4495;54;1,22%;4424;52;1,19%;Socialistisk Folkeparti;https://www,facebook,com/116061635098137;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;168;31;17;1399;1;10;121;Rød blok
Astrid Carøe;AstridCaroe;https://www.facebook.com/207867859816558;461;340;46;10;0;0;0;0%;0;0;0;0;60;0;2;1;2;0;405;4,69%;6;0;1631;18;1,12%;1645;19;1,17%;Socialistisk Folkeparti;https://www,facebook,com/207867859816558;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;77;8;2;0;0;10;68;Rød blok
Carl Valentin;CarlValentinSF;https://www.facebook.com/323782467803321;9058;6487;760;342;3261;157;3418;95%;0;262;0;0;1133;101;97;24;114;0;7956;4,79%;24;1;8062;392;5,11%;8102;410;5,33%;Socialistisk Folkeparti;https://www,facebook,com/323782467803321;Politiker;Mand;Side;MF'ere;;;20190915;201909;377;32;14;1631;5;47;332;Rød blok
Signe Munk;signe.munk.5;https://www.facebook.com/350242375125258;3767;3046;384;63;1155;230;1385;83,00%;0;0;1;0;238;14;9;7;6;0;3320;2,92%;30;1;4355;142;3,37%;4338;152;3,63%;Socialistisk Folkeparti;https://www,facebook,com/350242375125258;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;126;13;2;1155;0;8;111;Rød blok
Trine Torp;sftrine;https://www.facebook.com/673183069445618;1590;1191;149;74;0;0;0;0%;0;0;0;0;125;14;0;9;28;0;1367;4,47%;12;0;2958;15;1%;3028;18;1%;Socialistisk Folkeparti;https://www,facebook,com/673183069445618;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;133;12;6;0;2;10;114;Rød blok
Karsten Hønge;karstenhoenge;https://www.facebook.com/1246666085407861;11870;5824;3252;678;1214;237;1451;84%;0;0;0;0;363;48;763;214;728;0;7940;5,62%;17;1;12495;164;1,33%;12890;166;1,30%;Socialistisk Folkeparti;https://www,facebook,com/1246666085407861;Politiker;Mand;Side;MF'ere;;;20190915;201909;698;191;40;1214;43;21;467;Rød blok
Kirsten Normann Andersen;KirstenNormannAndersen;https://www.facebook.com/1282577791766364;4973;3155;692;322;0;0;0;0,00%;0;0;0;0;166;51;40;231;316;0;3959;3,21%;18;1;8631;75;0,88%;8779;78;0,90%;Socialistisk Folkeparti;https://www,facebook,com/1282577791766364;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;276;38;18;0;18;9;220;Rød blok
Kira Marie Peter-Hansen;Kira.M.P.Hansen;https://www.facebook.com/1497190180404355;3256;2668;145;41;760;43;803;95,00%;1289;0;0;0;374;16;8;1;3;0;3070;5,14%;14;0;4538;45;1%;4662;47;1%;Socialistisk Folkeparti;https://www,facebook,com/1497190180404355;Politiker;Kvinde;Side;MEP'ere;;;20190915;201909;233;10;3;760;0;27;219;Rød blok
Lisbeth Bech-Nielsen;LisbethBechNielsen1;https://www.facebook.com/1559060601030590;3910;2802;479;125;0;0;0;0%;0;0;0;0;475;21;5;0;3;0;3306;4,21%;10;0;9299;37;0,40%;9355;45;0,48%;Socialistisk Folkeparti;https://www,facebook,com/1559060601030590;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;391;48;13;0;0;48;331;Rød blok
Anne Valentina Berthelsen;stem.anne.valentina;https://www.facebook.com/1701135240186838;1422;1134;112;51;1356;561;1917;71%;0;0;2;0;114;7;1;2;1;0;1259;4,26%;13;0;2575;28;1%;2613;30;1%;Socialistisk Folkeparti;https://www,facebook,com/1701135240186838;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;109;9;4;1356;0;9;97;Rød blok
Halime Oguz;HalimeSF;https://www.facebook.com/1871802986266834;2264;1420;514;42;0;0;0;0%;0;0;0;0;142;5;30;99;12;0;1708;5,62%;8;0;5066;67;1,34%;7027;144;2,09%;Socialistisk Folkeparti;https://www,facebook,com/1871802986266834;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;283;64;5;0;2;18;214;Rød blok
Charlotte Broman Mølbæk;CharlotteBromanMoelbaek;https://www.facebook.com/2079502855459920;1510;1171;165;30;751;310;1061;71%;0;0;0;0;118;11;0;8;7;0;1315;3,34%;18;1;2499;31;1%;2822;35;1%;Socialistisk Folkeparti;https://www,facebook,com/2079502855459920;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;84;9;2;751;0;7;73;Rød blok
Veganerpartiet;veganerpartiet;https://www.facebook.com/2109922459023773;8521;4301;1770;556;34887;18105;52992;66%;3834;17961;347;8;1655;41;64;73;60;1;6195;--;62;2;0;0;�%;7227;416;6,11%;Veganerpartiet;https://www,facebook,com/2109922459023773;Partiside;Partiside;Side;Nationalt parti;;;20190915;201909;137;29;9;997;1;27;100;Rød blok
Venstre, Danmarks Liberale Parti;venstre.dk;https://www.facebook.com/21465928829;69733;54514;7345;2466;190566;101854;292420;65%;0;10714;9;1;2255;140;1232;265;1516;0;59922;2,97%;31;1;75919;513;1%;74882;574;1%;Venstre;https://www,facebook,com/21465928829;Partiside;Partiside;Side;Nationalt parti;;;20190915;201909;2249;237;80;17324;49;73;1933;Blå blok
Lars Løkke Rasmussen;larsloekke;https://www.facebook.com/58140803787;47698;39896;4534;623;77620;8054;85674;91%;0;0;0;0;1883;106;294;326;36;0;42541;3%;7;0;208382;411;0,20%;200990;345;0,17%;Venstre;https://www,facebook,com/58140803787;Politiker;Mand;Side;MF'ere;;;20190915;201909;6814;648;89;77620;5;269;6077;Blå blok
MF Jane Heitmann;janeheitmannV;https://www.facebook.com/100190170314199;267;218;23;7;2809;191;3000;94%;0;75;0;0;13;0;4;1;1;0;237;1,82%;12;0;1207;3;0,25%;1209;4;0,33%;Venstre;https://www,facebook,com/100190170314199;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;22;2;1;351;0;1;20;Blå blok
Ellen Trane Nørby;ElleniFolketinget;https://www.facebook.com/123900591027437;2133;1161;694;46;0;0;0;0%;0;0;0;0;92;10;83;6;41;0;1393;4,55%;3;0;15754;262;1,69%;15652;291;1,89%;Venstre;https://www,facebook,com/123900591027437;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;711;231;15;0;14;31;464;Blå blok
Troels Lund Poulsen;TroelsLundPoulsen;https://www.facebook.com/139443622778678;946;630;161;55;0;0;0;0%;1509;0;0;0;5;7;8;26;54;0;730;2,07%;7;0;6521;4;0%;6811;3;0%;Venstre;https://www,facebook,com/139443622778678;Politiker;Mand;Side;MF'ere;;;20190915;201909;135;23;8;0;8;1;104;Blå blok
Morten Løkkegaard;morten.lokkegaard;https://www.facebook.com/143232155749217;1908;1691;104;62;7286;5161;12447;59%;1867;0;27;2;40;6;1;2;2;0;1742;0,84%;12;0;18875;11;0%;18527;15;0%;Venstre;https://www,facebook,com/143232155749217;Politiker;Mand;Side;MEP'ere;;;20190915;201909;159;9;5;1822;0;3;145;Blå blok
Inger Støjberg;IngerStojberg;https://www.facebook.com/207401585966233;47384;36302;6593;1062;39515;5672;45187;87,45%;0;0;0;0;2769;59;208;102;288;1;39729;6,59%;5;0;144536;1570;1,10%;148591;1552;1,06%;Venstre;https://www,facebook,com/207401585966233;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;9477;1319;212;39515;58;554;7946;Blå blok
Hans Christian Schmidt;hans.c.schmidt.58;https://www.facebook.com/219165404941522;1081;603;316;36;0;0;0;0%;0;0;0;0;4;6;8;38;70;0;729;3,92%;5;0;5509;-8;0%;5428;-4;0%;Venstre;https://www,facebook,com/219165404941522;Politiker;Mand;Side;MF'ere;;;20190915;201909;216;63;7;0;14;1;146;Blå blok
Kristian Jensen;kristianjensen.danmark;https://www.facebook.com/240637459319900;7577;6245;872;53;0;0;0;0%;0;0;0;0;232;22;74;60;19;0;6652;5,75%;5;0;26416;94;0,36%;26161;86;0%;Venstre;https://www,facebook,com/240637459319900;Politiker;Mand;Side;MF'ere;;;20190915;201909;1515;174;11;0;4;46;1330;Blå blok
Marie Bjerre;Marie.Bjerre.i.FT;https://www.facebook.com/242091299473046;1726;1535;83;39;0;0;0;0%;0;0;0;0;68;1;0;0;0;0;1604;7,83%;8;0;2757;19;0,69%;2797;21;0,76%;Venstre;https://www,facebook,com/242091299473046;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;216;10;5;0;0;9;201;Blå blok
Jacob Jensen;mfjacobjensen;https://www.facebook.com/256754327854276;395;294;72;11;0;0;0;0%;0;0;0;0;2;1;8;7;0;0;312;1,77%;3;0;7400;-15;-0,20%;7409;-13;-0,18%;Venstre;https://www,facebook,com/256754327854276;Politiker;Mand;Side;MF'ere;;;20190915;201909;132;24;4;0;0;1;104;Blå blok
Jakob Ellemann-Jensen;jakobellemann;https://www.facebook.com/267297590272820;6344;4842;814;282;44978;48654;93632;48%;0;0;1;0;333;10;20;10;33;0;5248;22,30%;2;0;16078;3712;30%;17392;4095;31%;Venstre;https://www,facebook,com/267297590272820;Politiker;Mand;Side;MF'ere;Partileder;;20190915;201909;3172;407;141;44978;17;167;2624;Blå blok
Anni Matthiesen;V.Anni.Matthiesen;https://www.facebook.com/276323316097998;1159;1057;44;33;0;0;0;0%;1342;0;0;0;11;4;1;4;5;0;1082;1,49%;19;1;4102;-7;-0,17%;4131;-7;-0,17%;Venstre;https://www,facebook,com/276323316097998;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;61;2;2;0;0;1;57;Blå blok
Marcus Knuth;MarcusKnuthMF;https://www.facebook.com/291959844520896;4672;3800;588;51;0;0;0;0%;0;0;0;0;190;21;10;5;7;0;4033;9,25%;5;0;10110;16;0,16%;10468;12;0,11%;Venstre;https://www,facebook,com/291959844520896;Politiker;Mand;Side;MF'ere;;;20190915;201909;934;118;10;0;1;38;807;Blå blok
Jan E. Jørgensen;jan.e.joergensen;https://www.facebook.com/329413910880676;1701;1234;365;15;0;0;0;0%;0;0;0;0;60;2;17;2;6;0;1321;2,40%;9;0;7944;112;1,43%;8235;111;1,37%;Venstre;https://www,facebook,com/329413910880676;Politiker;Mand;Side;MF'ere;;;20190915;201909;189;41;2;0;1;7;147;Blå blok
Eva Kjer Hansen;evakjerhansen;https://www.facebook.com/331049873725952;392;374;10;3;0;0;0;0,00%;0;0;0;0;5;0;0;0;0;0;379;1,07%;2;0;18300;-10;-0,05%;18158;-9;-0,05%;Venstre;https://www,facebook,com/331049873725952;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;196;5;2;0;0;3;190;Blå blok
Kim Valentin;kimvalentinfv19;https://www.facebook.com/362875644473220;571;435;65;7;0;0;0;0%;0;0;0;0;12;4;47;0;1;0;499;1,81%;7;0;4474;-8;0%;4724;-8;0%;Venstre;https://www,facebook,com/362875644473220;Politiker;Mand;Side;MF'ere;;;20190915;201909;82;9;1;0;0;2;71;Blå blok
Thomas Danielsen;ThDanielsen;https://www.facebook.com/368634453338332;1600;1163;211;44;0;0;0;0%;2131;0;0;0;97;8;4;14;59;0;1345;4%;4;0;9293;-6;-0,06%;9107;-3;-0,03%;Venstre;https://www,facebook,com/368634453338332;Politiker;Mand;Side;MF'ere;;;20190915;201909;400;53;11;0;15;24;336;Blå blok
Michael Aastrup Jensen;michaelaastrup;https://www.facebook.com/389665107805619;984;764;127;21;0;0;0;0%;0;0;0;0;14;1;3;10;44;0;836;0,87%;11;0;10180;6;0,06%;10128;9;0,09%;Venstre;https://www,facebook,com/389665107805619;Politiker;Mand;Side;MF'ere;;;20190915;201909;89;12;2;0;4;1;76;Blå blok
Erling Bonnesen;erling.bonnesen;https://www.facebook.com/390925417751473;1811;1408;208;35;0;0;0;0%;536;0;0;0;28;12;87;3;30;0;1568;2,04%;19;1;4660;-1;-0,02%;4630;0;0,00%;Venstre;https://www,facebook,com/390925417751473;Politiker;Mand;Side;MF'ere;;;20190915;201909;95;11;2;0;2;1;83;Blå blok
Bertel Haarder;BertelHaarder;https://www.facebook.com/404683979561081;4450;3722;403;145;0;0;0;0,00%;0;0;0;0;139;6;12;19;4;0;3902;4,27%;5;0;20854;62;0,30%;21416;83;0,39%;Venstre;https://www,facebook,com/404683979561081;Politiker;Mand;Side;MF'ere;;;20190915;201909;890;81;29;0;1;28;780;Blå blok
Britt Bager;stembrittbager;https://www.facebook.com/460055244123143;170;151;5;0;0;0;0;0%;0;0;0;0;12;2;0;0;0;0;165;2,55%;1;0;6653;-5;0%;6526;4;0%;Venstre;https://www,facebook,com/460055244123143;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;170;5;0;0;0;12;165;Blå blok
Christoffer Aagaard Melson;christofferaagaardmelson;https://www.facebook.com/539568842764605;1626;1500;79;15;0;0;0;0%;0;0;0;0;16;6;6;0;4;0;1532;5,34%;13;0;2360;38;2%;2364;38;2%;Venstre;https://www,facebook,com/539568842764605;Politiker;Mand;Side;MF'ere;;;20190915;201909;125;6;1;0;0;1;118;Blå blok
Hans Andersen;hansandersen.venstre;https://www.facebook.com/561507140593570;3519;2509;426;95;0;0;0;0%;0;0;0;0;129;49;14;60;237;0;2998;2,50%;21;1;6686;-10;0%;6414;-8;0%;Venstre;https://www,facebook,com/561507140593570;Politiker;Mand;Side;MF'ere;;;20190915;201909;168;20;5;0;11;6;143;Blå blok
Morten Dahlin;mortendahlin;https://www.facebook.com/577345799101307;6376;4352;1140;125;5244;978;6222;84%;2425;0;3;0;113;48;147;46;405;0;5111;2,13%;26;1;11488;-12;-0,10%;11604;-8;-0,07%;Venstre;https://www,facebook,com/577345799101307;Politiker;Mand;Side;MF'ere;;;20190915;201909;245;44;5;1748;16;4;197;Blå blok
Martin Geertsen;martin.geertsen;https://www.facebook.com/687073988036611;4727;3332;711;112;0;0;0;0%;1836;0;0;0;104;38;140;36;254;0;3904;1,67%;23;1;12265;5;0,04%;11890;20;0,17%;Venstre;https://www,facebook,com/687073988036611;Politiker;Mand;Side;MF'ere;;;20190915;201909;206;31;5;0;11;5;170;Blå blok
Sophie Løhde;SophieLoehde;https://www.facebook.com/699619700116377;10070;6306;2562;301;10163;13998;24161;42%;0;0;0;0;227;52;110;31;481;0;7207;5,92%;8;0;21310;135;0,64%;21624;174;1%;Venstre;https://www,facebook,com/699619700116377;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;1259;320;38;5082;60;28;901;Blå blok
Marlene Ambo-Rasmussen;Marleneambov;https://www.facebook.com/759821337497406;715;612;54;10;466;38;504;92,00%;0;0;0;0;35;2;2;0;0;0;651;4,77%;10;0;1490;4;0%;1505;8;0,53%;Venstre;https://www,facebook,com/759821337497406;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;72;5;1;466;0;4;65;Blå blok
Louise Schack Elholm;louise.elholm;https://www.facebook.com/798227683607349;1207;970;150;7;0;0;0;0,00%;0;0;0;0;72;8;0;0;0;0;1050;3,92%;6;0;5142;32;0,63%;5152;36;0,70%;Venstre;https://www,facebook,com/798227683607349;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;201;25;1;0;0;12;175;Blå blok
Karen Ellemann;karen.ellemann;https://www.facebook.com/925932494102782;1980;1657;120;7;0;0;0;0%;1342;0;0;0;180;2;7;1;6;0;1853;6,65%;3;0;9990;124;1,26%;10069;132;1,33%;Venstre;https://www,facebook,com/925932494102782;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;660;40;2;0;2;60;618;Blå blok
Torsten Schack Pedersen;tschackpedersen;https://www.facebook.com/1378861979080037;1153;970;125;15;1291;223;1514;85%;0;0;0;0;33;2;0;3;5;0;1013;3,07%;7;0;5331;-8;-0,15%;5351;-5;-0,09%;Venstre;https://www,facebook,com/1378861979080037;Politiker;Mand;Side;MF'ere;;;20190915;201909;165;18;2;1291;1;5;145;Blå blok
Lars Chr. Lilleholt;lilleholt;https://www.facebook.com/1408142216156387;1571;1280;160;23;0;0;0;0%;0;0;0;0;41;20;12;8;27;0;1388;3,67%;5;0;8569;5;0%;8714;3;0%;Venstre;https://www,facebook,com/1408142216156387;Politiker;Mand;Side;MF'ere;;;20190915;201909;314;32;5;0;5;8;278;Blå blok
Carsten Kissmeyer;Ckissmeyer;https://www.facebook.com/1434441170209403;284;261;8;0;0;0;0;0%;282;0;0;0;14;0;1;0;0;0;276;1,99%;5;0;2815;1;0,04%;2856;2;0,07%;Venstre;https://www,facebook,com/1434441170209403;Politiker;Mand;Side;MF'ere;;;20190915;201909;57;2;0;0;0;3;55;Blå blok
Claus Hjort Frederiksen;ClausHjortFrederiksen;https://www.facebook.com/1438373589730446;471;341;104;3;0;0;0;0%;0;0;0;0;20;0;0;3;0;0;364;7,47%;1;0;6351;89;1,42%;6611;87;1,33%;Venstre;https://www,facebook,com/1438373589730446;Politiker;Mand;Side;MF'ere;;;20190915;201909;471;104;3;0;0;20;364;Blå blok
Ulla Tørnæs;ullatoernaes;https://www.facebook.com/1442400742660069;1594;1292;200;42;0;0;0;0%;0;0;0;0;58;1;0;1;0;0;1352;1,50%;7;0;15145;8;0,05%;14499;13;0,09%;Venstre;https://www,facebook,com/1442400742660069;Politiker;Kvinde;Side;MF'ere;;;20190915;201909;228;29;6;0;0;8;193;Blå blok
Asger Christensen i EU;AsgerEU;https://www.facebook.com/1450750935146684;3099;2711;235;81;0;0;0;0%;0;0;0;0;56;6;2;3;5;0;2783;5,42%;11;0;5218;72;1,40%;5217;61;1,18%;Venstre;https://www,facebook,com/1450750935146684;Politiker;Mand;Side;MEP'ere;;;20190915;201909;282;21;7;0;0;5;253;Blå blok
Karsten Lauritzen;stemlauritzen;https://www.facebook.com/1489836057958537;4254;3178;695;189;10122;11465;21587;47%;0;0;6;1;98;8;37;3;46;0;3370;5,94%;6;0;11992;118;1%;12150;126;1,05%;Venstre;https://www,facebook,com/1489836057958537;Politiker;Mand;Side;MF'ere;;;20190915;201909;709;116;32;5061;8;16;562;Blå blok
Mads Fuglede;mads.fuglede;https://www.facebook.com/1554525611484429;2417;1637;487;27;0;0;0;0%;0;0;0;0;71;12;171;8;4;0;1903;3,30%;6;0;12168;-17;0%;12869;-11;0%;Venstre;https://www,facebook,com/1554525611484429;Politiker;Mand;Side;MF'ere;;;20190915;201909;403;81;5;0;1;12;317;Blå blok
